Degree,Log(Probability)
2,-1.8233464049773753
3,-1.5202557071727494
4,-1.8485049646135303
5,-2.3096309198272484
6,-2.5609453481081546
7,-2.8616995021272884
8,-3.0129304718512118
9,-3.293832857317614
10,-3.6858749450936377
11,-4.071537425905622
12,-4.265693440346579
13,-4.825309228282002
14,-4.339801412500302
15,-4.1321620477220575
16,-4.825309228282002
17,-4.825309228282002
18,-4.825309228282002
19,-5.806138481293729
20,-6.211603589401893
21,-6.211603589401893
22,-6.211603589401893
23,-5.806138481293729
24,-6.904750769961838
25,-6.211603589401893
26,-6.904750769961838
28,-6.904750769961838
32,-6.904750769961838
33,-6.904750769961838
37,-6.904750769961838
38,-6.904750769961838
44,-6.904750769961838
45,-6.904750769961838
47,-6.904750769961838
56,-6.904750769961838
