Degree,Log(Probability)
2,-1.805198889589716
3,-1.651575496882505
4,-1.8979293738414398
5,-2.1655706954097744
6,-2.4237110887610807
7,-2.874718217316161
8,-3.4183336639051425
9,-3.2801833254243253
10,-3.4560739918879895
11,-3.7963997978251927
12,-3.8809571858532554
13,-4.462878731302976
14,-4.462878731302976
15,-4.84236835300788
16,-5.210093133133197
17,-4.699267509367207
18,-5.009422437671047
19,-5.327876168789581
20,-5.210093133133197
21,-5.461407561414104
22,-5.797879798035317
23,-5.797879798035317
24,-7.4073177104694174
25,-6.714170529909472
26,-6.714170529909472
27,-7.4073177104694174
28,-6.3087054218013074
29,-7.4073177104694174
30,-6.714170529909472
31,-7.4073177104694174
32,-7.4073177104694174
33,-7.4073177104694174
34,-7.4073177104694174
35,-7.4073177104694174
36,-6.3087054218013074
39,-7.4073177104694174
42,-6.714170529909472
57,-7.4073177104694174
64,-7.4073177104694174
147,-7.4073177104694174
202,-7.4073177104694174
