Degree,Log(Probability)
2,-1.7436508909080242
3,-1.8389610707123492
4,-1.829010739859181
5,-2.1133979164141095
6,-2.4738393431483185
7,-2.7552518025865043
8,-2.833213344056216
9,-3.6109179126442243
10,-3.8791818992389038
11,-3.6109179126442243
12,-4.141546163706395
13,-4.4982211076451275
14,-4.4982211076451275
15,-5.05783689558055
16,-4.6523717874723856
17,-4.6523717874723856
18,-5.750984076140496
19,-5.05783689558055
20,-6.44413125670044
21,-5.345518968032331
22,-5.05783689558055
23,-5.750984076140496
24,-5.750984076140496
25,-6.44413125670044
26,-5.750984076140496
30,-6.44413125670044
34,-6.44413125670044
69,-6.44413125670044
114,-6.44413125670044
