Point Number,Degree
0,3
1,2
2,8
3,6
4,6
5,4
6,6
7,6
8,8
9,2
10,12
11,6
12,6
13,6
14,6
15,6
16,9
17,2
18,7
19,4
20,3
21,5
22,4
23,2
24,20
25,6
26,3
27,3
28,7
29,3
30,6
31,2
32,16
33,4
34,4
35,4
36,13
37,7
38,7
39,5
40,5
41,9
42,2
43,17
44,2
45,5
46,4
47,5
48,3
49,14
50,8
51,3
52,2
53,7
54,2
55,12
56,2
57,6
58,3
59,5
60,2
61,14
62,4
63,2
64,13
65,3
66,16
67,2
68,6
69,4
70,5
71,5
72,2
73,83
74,3
75,3
76,4
77,8
78,2
79,3
80,6
81,5
82,5
83,10
84,3
85,4
86,3
87,11
88,4
89,3
90,5
91,2
92,10
93,3
94,3
95,7
96,5
97,2
98,5
99,4
100,12
101,4
102,3
103,5
104,4
105,2
106,20
107,5
108,3
109,6
110,2
111,5
112,11
113,3
114,4
115,3
116,7
117,11
118,3
119,3
120,17
121,2
122,3
123,5
124,3
125,3
126,8
127,2
128,7
129,3
130,4
131,8
132,5
133,8
134,2
135,3
136,3
137,7
138,4
139,3
140,3
141,22
142,2
143,4
144,6
145,6
146,4
147,7
148,3
149,7
150,16
151,2
152,10
153,2
154,6
155,8
156,2
157,4
158,8
159,3
160,13
161,6
162,6
163,4
164,6
165,2
166,16
167,35
168,9
169,5
170,4
171,8
172,4
173,8
174,2
175,5
176,8
177,4
178,12
179,3
180,6
181,4
182,4
183,4
184,13
185,8
186,5
187,3
188,7
189,4
190,7
191,8
192,25
193,2
194,4
195,4
196,3
197,2
198,7
199,2
200,13
201,4
202,2
203,3
204,7
205,2
206,5
207,3
208,3
209,19
210,6
211,4
212,4
213,6
214,5
215,3
216,7
217,5
218,2
219,5
220,2
221,21
222,4
223,2
224,5
225,3
226,10
227,3
228,2
229,8
230,2
231,7
232,2
233,7
234,2
235,6
236,16
237,3
238,3
239,7
240,4
241,4
242,4
243,9
244,2
245,7
246,2
247,13
248,2
249,3
250,4
251,2
252,10
253,2
254,16
255,2
256,4
257,2
258,11
259,7
260,3
261,7
262,5
263,5
264,8
265,2
266,8
267,3
268,9
269,4
270,3
271,3
272,16
273,3
274,3
275,10
276,3
277,4
278,10
279,4
280,3
281,4
282,6
283,7
284,2
285,13
286,2
287,23
288,2
289,4
290,2
291,6
292,2
293,5
294,2
295,10
296,2
297,7
298,2
299,4
300,5
301,4
302,12
303,2
304,6
305,4
306,4
307,6
308,2
309,16
310,2
311,8
312,4
313,3
314,4
315,6
316,3
317,2
318,7
319,2
320,17
321,3
322,3
323,6
324,2
325,4
326,7
327,4
328,3
329,3
330,9
331,2
332,3
333,5
334,17
335,4
336,3
337,5
338,2
339,13
340,3
341,3
342,6
343,2
344,7
345,5
346,4
347,4
348,5
349,36
350,4
351,4
352,4
353,7
354,3
355,3
356,11
357,3
358,3
359,13
360,2
361,7
362,4
363,4
364,5
365,4
366,8
367,2
368,3
369,9
370,3
371,3
372,8
373,2
374,27
375,2
376,5
377,4
378,4
379,10
380,4
381,4
382,7
383,3
384,3
385,14
386,4
387,4
388,4
389,9
390,3
391,3
392,9
393,4
394,5
395,3
396,2
397,8
398,2
399,15
400,4
401,4
402,4
403,8
404,2
405,5
406,3
407,3
408,10
409,2
410,6
411,3
412,3
413,6
414,3
415,3
416,2
417,24
418,2
419,7
420,4
421,5
422,6
423,2
424,8
425,2
426,11
427,2
428,6
429,2
430,5
431,2
432,6
433,2
434,11
435,3
436,4
437,2
438,11
439,4
440,4
441,5
442,2
443,13
444,3
445,4
446,3
447,2
448,11
449,2
450,5
451,3
452,6
453,3
454,4
455,2
456,26
457,3
458,3
459,6
460,4
461,4
462,10
463,2
464,6
465,5
466,5
467,7
468,2
469,13
470,3
471,3
472,5
473,2
474,6
475,2
476,6
477,4
478,4
479,4
480,13
481,2
482,8
483,4
484,3
485,4
486,12
487,4
488,6
489,4
490,5
491,2
492,7
493,14
494,8
495,6
496,5
497,5
498,7
499,4
500,12
501,2
