Point Number,Degree
0,2
1,5
2,2
3,5
4,3
5,4
6,2
7,18
8,2
9,9
10,3
11,2
12,5
13,6
14,3
15,3
16,9
17,2
18,3
19,13
20,3
21,4
22,3
23,12
24,5
25,3
26,4
27,5
28,2
29,11
30,3
31,2
32,11
33,6
34,5
35,6
36,3
37,2
38,7
39,9
40,21
41,7
42,3
43,7
44,3
45,4
46,12
47,5
48,4
49,10
50,2
51,5
52,3
53,8
54,3
55,3
56,13
57,2
58,3
59,14
60,14
61,4
62,4
63,3
64,9
65,9
66,7
67,4
68,5
69,6
70,9
71,10
72,2
73,3
74,17
75,4
76,3
77,10
78,2
79,11
80,4
81,3
82,7
83,5
84,10
85,3
86,2
87,6
88,10
89,5
90,4
91,5
92,6
93,17
94,4
95,2
96,9
97,5
98,3
99,10
100,4
101,3
102,8
103,3
104,4
105,7
106,13
107,9
108,2
109,6
110,4
111,7
112,8
113,3
114,5
115,7
116,15
117,4
118,4
119,5
120,3
121,151
122,4
123,5
124,3
125,5
126,8
127,4
128,4
129,11
130,3
131,5
132,6
133,4
134,4
135,11
136,3
137,5
138,6
139,3
140,4
141,12
142,4
143,4
144,6
145,2
146,30
147,2
148,3
149,9
150,2
151,13
152,4
153,3
154,9
155,7
156,6
157,9
158,6
159,26
160,7
161,4
162,4
163,8
164,2
165,6
166,2
167,9
168,20
169,3
170,3
171,10
172,2
173,5
174,4
175,7
176,5
177,16
178,7
179,4
180,3
181,4
182,16
183,5
184,2
185,5
186,12
187,2
188,6
189,4
190,16
191,4
192,9
193,5
194,3
195,7
196,10
197,20
198,2
199,5
200,4
201,6
202,2
203,12
204,22
205,6
206,3
207,6
208,3
209,13
210,10
211,2
212,12
213,2
214,7
215,7
216,12
217,11
218,2
219,13
220,4
221,4
222,4
223,13
224,29
225,4
226,3
227,14
228,3
229,2
230,10
231,4
232,7
233,3
234,6
235,12
236,4
237,2
238,17
239,2
240,5
241,3
242,13
243,4
244,6
245,2
246,6
247,2
248,4
249,14
250,4
251,3
252,3
253,12
254,4
255,5
256,2
257,17
258,2
259,7
260,9
261,7
262,2
263,6
264,2
265,10
266,10
267,18
268,4
269,4
270,20
271,3
272,3
273,204
274,3
275,5
276,3
277,4
278,13
279,5
280,6
281,5
282,6
283,15
284,3
285,8
286,3
287,5
288,9
289,2
290,7
291,2
292,10
293,2
294,4
295,4
296,2
297,10
298,12
299,7
300,5
301,6
302,8
303,3
