Point Number,Degree
0,6
1,2
2,5
3,4
4,6
5,3
6,3
7,25
8,3
9,4
10,4
11,2
12,24
13,7
14,5
15,4
16,6
17,4
18,10
19,5
20,4
21,4
22,7
23,2
24,19
25,2
26,5
27,2
28,6
29,3
30,4
31,20
32,3
33,3
34,7
35,2
36,7
37,4
38,5
39,7
40,2
41,10
42,2
43,6
44,4
45,3
46,6
47,3
48,3
49,22
50,3
51,4
52,2
53,11
54,2
55,6
56,2
57,6
58,2
59,5
60,9
61,2
62,10
63,2
64,6
65,3
66,5
67,7
68,13
69,3
70,3
71,2
72,23
73,2
74,9
75,2
76,9
77,6
78,3
79,6
80,7
81,7
82,10
83,2
84,8
85,4
86,5
87,3
88,7
89,2
90,26
91,2
92,6
93,5
94,2
95,5
96,10
97,8
98,2
99,4
100,4
101,12
102,7
103,3
104,6
105,5
106,8
107,11
108,3
109,3
110,24
111,2
112,5
113,3
114,4
115,14
116,2
117,4
118,5
119,2
120,11
121,2
122,10
123,2
124,8
125,3
126,3
127,12
128,2
129,5
130,2
131,4
132,10
133,3
134,4
135,2
136,18
137,2
138,13
139,2
140,11
141,2
142,4
143,9
144,2
145,8
146,2
147,9
148,3
149,4
150,10
151,2
152,3
153,16
154,6
155,7
156,2
157,10
158,2
159,7
160,3
161,4
162,8
163,8
164,2
165,25
166,6
167,3
168,4
169,6
170,4
171,6
172,4
173,4
174,4
175,16
176,5
177,3
178,5
179,6
180,5
181,3
182,7
183,3
184,4
185,39
186,3
187,3
188,26
189,3
190,3
191,9
192,2
193,7
194,3
195,3
196,6
197,7
198,4
199,6
200,2
201,17
202,2
203,4
204,3
205,9
206,2
207,4
208,3
209,8
210,3
211,5
212,10
213,2
214,5
215,3
216,3
217,11
218,4
219,4
220,5
221,4
222,3
223,2
224,23
225,3
226,3
227,17
228,2
229,3
230,7
231,2
232,7
233,2
234,8
235,3
236,3
237,7
238,10
239,10
240,2
241,6
242,2
243,5
244,3
245,3
246,11
247,5
248,2
249,4
250,3
251,15
252,5
253,3
254,4
255,6
256,2
257,15
258,3
259,2
260,5
261,5
262,2
263,4
264,2
265,23
266,10
267,3
268,10
269,2
270,9
271,7
272,10
273,4
274,4
275,4
276,16
277,7
278,3
279,6
280,8
281,3
282,4
283,3
284,17
285,2
286,4
287,4
288,2
289,6
290,2
291,16
292,2
293,4
294,2
295,50
296,2
297,10
298,2
299,6
300,4
301,6
302,6
303,2
304,11
305,6
306,4
307,5
308,7
309,2
310,14
311,2
312,3
313,7
314,3
315,3
316,10
317,5
318,6
319,3
320,7
321,8
322,35
323,6
324,3
325,6
326,4
327,2
328,6
329,6
330,3
331,8
332,2
333,4
334,4
335,2
336,13
337,5
338,3
339,5
340,2
341,7
342,4
343,3
344,3
345,20
346,11
347,5
348,6
349,5
350,6
351,14
352,11
353,4
354,5
355,5
356,2
357,7
358,2
359,18
360,2
361,4
362,4
363,2
364,10
365,7
366,6
367,4
368,5
369,6
370,3
371,2
372,15
373,3
374,2
375,22
376,6
377,6
378,6
379,6
380,7
381,2
382,22
383,2
384,5
385,3
386,7
387,3
388,4
389,2
390,8
391,3
392,4
393,2
394,20
395,5
396,5
397,5
398,5
399,10
400,2
401,6
402,3
403,3
404,8
405,2
406,8
407,3
408,3
409,5
410,2
411,25
412,3
413,4
414,2
415,11
416,5
417,5
418,5
419,6
420,17
421,14
422,5
423,3
424,5
425,4
426,11
427,5
428,5
429,10
430,3
431,7
432,2
433,13
434,5
435,2
436,8
437,2
