Point Number,Degree
0,3
1,2
2,7
3,2
4,5
5,2
6,5
7,9
8,3
9,5
10,2
11,6
12,3
13,7
14,2
15,4
16,4
17,19
18,5
19,3
20,5
21,5
22,2
23,12
24,3
25,2
26,9
27,2
28,13
29,2
30,4
31,3
32,9
33,2
34,6
35,4
36,6
37,7
38,13
39,4
40,3
41,7
42,4
43,3
44,5
45,12
46,6
47,5
48,5
49,3
50,5
51,8
52,2
53,18
54,4
55,3
56,4
57,16
58,6
59,4
60,2
61,12
62,3
63,9
64,3
65,3
66,6
67,9
68,5
69,3
70,8
71,4
72,4
73,4
74,12
75,3
76,3
77,24
78,2
79,12
80,4
81,6
82,7
83,4
84,8
85,2
86,4
87,3
88,12
89,3
90,5
91,3
92,6
93,12
94,2
95,8
96,2
97,14
98,2
99,10
100,4
101,4
102,3
103,6
104,3
105,2
106,10
107,2
108,9
109,4
110,6
111,4
112,9
113,2
114,19
115,3
116,3
117,5
118,2
119,5
120,2
121,11
122,6
123,5
124,4
125,6
126,2
127,9
128,2
129,7
130,3
131,4
132,3
133,14
134,2
135,5
136,5
137,2
138,6
139,15
140,4
141,7
142,4
143,5
144,5
145,2
146,12
147,5
148,3
149,4
150,9
151,4
152,5
153,6
154,57
155,5
156,3
157,6
158,4
159,5
160,9
161,3
162,3
163,8
164,3
165,3
166,9
167,6
168,4
169,6
170,6
171,2
172,11
173,4
174,4
175,4
176,16
177,5
178,3
179,6
180,3
181,5
182,9
183,5
184,2
185,4
186,5
187,2
188,9
189,3
190,2
191,15
192,4
193,3
194,5
195,3
196,11
197,2
198,5
199,3
200,5
201,2
202,13
203,4
204,4
205,4
206,10
207,2
208,4
209,3
210,14
211,3
212,4
213,4
214,2
215,13
216,3
217,4
218,3
219,7
220,3
221,3
222,9
223,3
224,3
225,8
226,3
227,5
228,3
229,4
230,2
231,21
232,3
233,3
234,9
235,3
236,3
237,8
238,2
239,9
240,4
241,4
242,4
243,8
244,23
245,5
246,3
247,6
248,3
249,5
250,11
251,3
252,5
253,5
254,4
255,5
256,13
257,2
258,4
259,3
260,2
261,10
262,2
263,4
264,3
265,9
266,3
267,3
268,4
269,7
270,5
271,2
272,6
273,3
274,3
275,11
276,2
277,3
278,6
279,3
280,5
281,5
282,18
283,3
284,3
285,9
286,2
287,4
288,2
289,5
290,6
291,3
292,5
293,32
294,3
295,3
296,4
297,7
298,2
299,4
300,7
301,4
302,4
303,6
304,12
305,3
306,3
307,11
308,2
309,3
310,3
311,11
312,3
313,3
314,11
315,3
316,3
317,7
318,4
319,3
320,5
321,12
322,4
323,3
324,7
325,3
326,3
327,24
328,6
329,7
330,3
331,4
332,7
333,7
334,3
335,6
336,2
337,11
338,3
339,2
340,12
341,2
342,7
343,4
344,2
345,6
346,3
347,12
348,2
349,9
350,5
351,5
352,6
353,2
354,8
355,2
356,17
357,5
358,2
359,6
360,2
361,7
362,2
363,5
364,4
365,3
366,21
367,2
368,3
369,34
370,7
371,3
372,4
373,5
374,6
375,3
376,6
377,2
378,17
379,6
380,2
381,3
382,7
383,2
384,11
385,2
386,4
387,3
388,8
389,8
390,2
391,6
392,3
393,3
394,7
395,3
396,4
397,2
398,18
399,3
400,3
401,7
402,4
403,4
404,5
405,2
406,14
407,3
408,2
409,7
410,4
411,4
412,5
413,13
414,2
415,5
416,2
417,6
418,3
419,3
420,10
421,8
422,4
423,3
424,4
425,14
426,3
427,3
428,7
429,2
430,3
431,4
432,52
433,3
434,3
435,8
436,5
437,4
438,7
439,4
440,7
441,2
442,12
443,3
444,2
445,5
446,4
447,2
448,17
449,5
450,2
451,4
452,3
453,10
454,5
455,5
456,6
457,6
458,4
459,14
460,2
461,3
462,4
463,5
464,3
465,2
466,14
467,4
468,8
469,3
470,6
471,6
472,4
473,7
474,16
475,4
476,3
477,6
478,3
479,3
480,11
481,2
482,5
483,3
484,5
485,6
486,2
487,13
488,2
489,5
490,3
491,6
492,3
493,4
494,34
495,3
496,2
497,6
498,3
499,4
500,15
501,2
