Point Number,Degree
0,6
1,4
2,3
3,4
4,5
5,7
6,4
7,4
8,5
9,3
10,13
11,4
12,3
13,5
14,2
15,10
16,3
17,3
18,5
19,5
20,6
21,4
22,3
23,6
24,3
25,6
26,2
27,4
28,3
29,39
30,2
31,3
32,8
33,2
34,8
35,3
36,3
37,8
38,2
39,9
40,4
41,3
42,9
43,2
44,24
45,3
46,5
47,4
48,4
49,11
50,2
51,9
52,9
53,5
54,3
55,5
56,8
57,3
58,3
59,15
60,4
61,3
62,4
63,9
64,4
65,3
66,5
67,3
68,19
69,8
70,2
71,10
72,5
73,4
74,4
75,7
76,11
77,3
78,2
79,8
80,11
81,6
82,3
83,6
84,2
85,5
86,13
87,3
88,5
89,4
90,5
91,3
92,23
93,3
94,2
95,19
96,2
97,27
98,12
99,2
100,5
101,5
102,3
103,13
104,2
105,5
106,4
107,8
108,5
109,3
110,8
111,2
112,9
113,2
114,16
115,3
116,3
117,8
118,5
119,3
120,4
121,13
122,2
123,4
124,6
125,3
126,2
127,9
128,2
129,6
130,10
131,2
132,16
133,5
134,6
135,3
136,3
137,6
138,7
139,3
140,4
141,2
142,19
143,3
144,5
145,2
146,3
147,10
148,6
149,2
150,7
151,5
152,8
153,3
154,2
155,10
156,2
157,13
158,3
159,3
160,9
161,3
162,2
163,20
164,4
165,3
166,4
167,14
168,2
169,8
170,3
171,8
172,3
173,6
174,8
175,2
176,13
177,6
178,5
179,6
180,7
181,2
182,9
183,14
184,2
185,5
186,6
187,4
188,5
189,6
190,29
191,3
192,3
193,14
194,3
195,5
196,4
197,10
198,3
199,2
200,6
201,5
202,7
203,2
204,10
205,4
206,3
207,5
208,4
209,3
210,3
211,12
212,2
213,7
214,4
215,4
216,4
217,8
218,2
219,16
220,2
221,4
222,3
223,7
224,4
225,4
226,4
227,11
228,2
229,7
230,5
231,5
232,4
233,8
234,2
235,3
236,20
237,3
238,2
239,4
240,12
241,6
242,3
243,4
244,6
245,2
246,8
247,3
248,3
249,12
250,2
251,10
252,4
253,6
254,4
255,9
256,2
257,10
258,2
259,18
260,3
261,3
262,4
263,8
264,2
265,5
266,3
267,6
268,2
269,6
270,3
271,3
272,25
273,2
274,9
275,5
276,3
277,8
278,2
279,7
280,3
281,3
282,11
283,2
284,5
285,5
286,29
287,3
288,4
289,3
290,10
291,4
292,5
293,5
294,6
295,7
296,4
297,3
298,3
299,5
300,9
301,3
302,3
303,10
304,3
305,3
306,8
307,3
308,4
309,9
310,2
311,13
312,4
313,5
314,6
315,2
316,6
317,2
318,9
319,3
320,4
321,32
322,2
323,4
324,3
325,6
326,3
327,6
328,3
329,3
330,7
331,5
332,3
333,4
334,2
335,11
336,5
337,4
338,5
339,4
340,14
341,5
342,4
343,4
344,4
345,13
346,2
347,5
348,3
349,3
350,15
351,2
352,9
353,2
354,4
355,8
356,5
357,3
358,5
359,4
360,16
361,7
362,4
363,6
364,3
365,6
366,2
367,13
368,2
369,12
370,15
371,7
372,6
373,4
374,7
375,4
376,7
377,3
378,48
379,4
380,4
381,5
382,3
383,17
384,2
385,5
386,2
387,10
388,4
389,5
390,2
391,5
392,9
393,2
394,3
395,9
396,2
397,4
398,8
399,2
400,6
401,2
402,3
403,7
404,3
405,3
406,12
407,2
408,8
409,4
410,4
411,6
412,3
413,3
414,15
415,5
416,3
417,4
418,7
419,4
420,4
421,4
422,16
423,7
424,2
425,7
426,6
427,6
428,6
429,11
430,4
431,4
432,5
433,2
434,12
435,3
436,5
437,3
438,3
439,12
440,3
441,3
442,7
443,3
444,3
