Point Number,Degree
0,2
1,4
2,3
3,4
4,2
5,12
6,5
7,5
8,4
9,5
10,11
11,3
12,3
13,6
14,7
15,2
16,4
17,5
18,3
19,3
20,13
21,4
22,3
23,7
24,3
25,3
26,6
27,2
28,17
29,2
30,11
31,2
32,6
33,6
34,3
35,2
36,9
37,3
38,3
39,8
40,15
41,5
42,3
43,4
44,5
45,4
46,3
47,12
48,3
49,3
50,9
51,4
52,2
53,4
54,7
55,5
56,2
57,5
58,6
59,3
60,3
61,22
62,2
63,11
64,8
65,3
66,8
67,5
68,9
69,2
70,11
71,4
72,3
73,7
74,6
75,13
76,2
77,5
78,3
79,5
80,80
81,3
82,4
83,3
84,17
85,2
86,7
87,2
88,5
89,2
90,9
91,2
92,5
93,5
94,2
95,14
96,3
97,3
98,7
99,2
100,10
101,2
102,7
103,7
104,4
105,7
106,2
107,9
108,15
109,2
110,3
111,5
112,3
113,4
114,11
115,4
116,3
117,8
118,5
119,3
120,6
121,2
122,7
123,2
124,16
125,3
126,3
127,12
128,6
129,3
130,4
131,6
132,4
133,10
134,2
135,12
136,4
137,4
138,5
139,2
140,11
141,6
142,2
143,4
144,2
145,7
146,3
147,5
148,10
149,2
150,9
151,3
152,5
153,5
154,2
155,7
156,3
157,3
158,26
159,2
160,7
161,2
162,3
163,5
164,3
165,9
166,3
167,3
168,5
169,2
170,8
171,4
172,2
173,4
174,9
175,3
176,4
177,3
178,20
179,3
180,3
181,5
182,4
183,2
184,8
185,3
186,3
187,12
188,3
189,7
190,2
191,4
192,3
193,8
194,4
195,4
196,4
197,14
198,3
199,4
200,2
201,10
202,5
203,2
204,4
205,3
206,13
207,3
208,3
209,12
210,3
211,3
212,7
213,4
214,5
215,6
216,2
217,32
218,2
219,3
220,4
221,2
222,11
223,4
224,2
225,9
226,2
227,9
228,4
229,4
230,3
231,6
232,12
233,3
234,6
235,7
236,14
237,3
238,3
239,9
240,2
241,4
242,3
243,7
244,4
245,5
246,2
247,6
248,26
249,6
250,4
251,4
252,9
253,3
254,3
255,6
256,5
257,12
258,2
259,5
260,3
261,3
262,12
263,4
264,3
265,6
266,4
267,2
268,10
269,4
270,4
271,4
272,12
273,2
274,3
275,11
276,4
277,3
278,4
279,9
280,3
281,3
282,6
283,2
284,8
285,3
286,3
287,5
288,2
289,23
290,3
291,5
292,3
293,6
294,3
295,3
296,11
297,5
298,2
299,4
300,4
301,8
302,3
303,4
304,4
305,2
306,14
307,2
308,6
309,3
310,4
311,2
312,7
313,7
314,6
315,2
316,5
317,4
318,6
319,2
320,15
321,7
322,4
323,7
324,4
325,3
326,4
327,18
328,7
329,5
330,6
331,2
332,6
333,9
334,10
335,4
336,4
337,4
338,8
339,6
340,3
341,7
342,16
343,2
344,5
345,6
346,3
347,4
348,12
349,3
350,2
351,24
352,3
353,3
354,9
355,2
356,4
357,3
358,17
359,6
360,6
361,9
362,2
363,5
364,4
365,7
366,9
367,2
368,10
369,7
370,6
371,4
372,9
373,3
374,3
375,9
376,2
377,25
378,2
379,3
380,5
381,4
382,5
383,2
384,8
385,2
386,4
387,6
388,2
389,10
390,9
391,6
392,5
393,2
394,9
395,2
396,7
397,2
398,8
399,5
400,14
401,4
402,4
403,5
404,3
405,30
406,6
407,3
408,4
409,8
410,4
411,5
412,4
413,7
414,10
415,3
416,2
417,12
418,2
419,5
420,7
421,7
422,2
423,8
424,2
425,7
426,9
427,13
428,4
429,2
430,5
431,4
432,2
433,14
434,2
435,13
436,2
437,8
438,3
439,4
440,11
441,2
442,5
443,5
444,4
445,6
446,12
447,9
448,3
449,3
450,8
451,2
452,9
453,2
454,11
455,2
456,5
457,2
458,6
459,3
460,3
461,29
462,2
463,5
464,3
465,5
466,3
467,2
468,7
469,2
470,16
471,2
472,4
473,2
474,7
475,3
476,6
477,5
478,6
479,3
480,4
481,2
482,12
483,2
484,3
485,13
486,3
487,3
488,5
489,2
490,7
491,10
492,3
493,3
494,11
495,3
496,3
497,6
498,2
499,4
500,24
501,2
502,10
503,6
504,5
505,5
506,8
507,2
508,7
509,2
510,14
511,2
512,6
513,2
514,8
515,3
516,3
517,9
518,2
519,5
520,4
521,3
522,4
523,13
524,4
525,3
526,4
527,18
528,2
529,4
530,5
531,3
532,4
533,2
534,17
535,4
536,3
537,6
538,2
539,5
540,3
541,9
542,3
543,4
544,2
545,11
546,4
547,2
548,4
549,9
550,6
551,3
552,5
553,4
554,9
555,3
556,3
557,5
558,3
559,2
560,22
561,2
562,6
563,3
564,9
565,6
566,5
567,5
568,6
569,10
570,2
571,4
572,2
573,15
574,4
575,3
576,6
577,3
578,3
579,12
580,5
581,3
582,2
583,6
584,3
585,4
586,29
587,2
588,7
589,4
590,6
591,2
592,9
593,4
594,4
595,6
596,18
597,2
598,9
599,4
600,5
601,7
602,6
603,3
604,6
605,10
606,3
607,14
608,3
609,3
610,11
611,8
612,8
613,3
614,5
615,9
616,4
617,9
618,2
619,11
620,4
621,3
622,7
623,16
624,3
625,5
626,2
627,6
628,2
629,5
630,3
631,3
632,19
633,6
634,2
635,6
636,4
637,4
638,3
639,2
640,9
641,2
642,17
643,13
644,10
645,3
646,9
647,6
648,2
649,7
650,9
651,8
652,2
653,10
654,2
655,18
656,2
657,4
658,3
659,9
660,3
661,3
662,7
663,3
664,4
665,2
666,14
667,4
668,3
669,7
670,4
671,4
672,4
673,16
674,3
675,3
676,7
677,3
678,5
679,4
680,24
681,2
682,5
683,3
684,6
685,3
686,3
687,8
688,7
689,3
690,3
691,8
692,3
693,4
694,3
695,17
696,2
697,5
698,3
699,5
700,2
701,8
702,2
703,9
704,7
705,3
706,3
707,9
708,4
709,2
710,4
711,5
712,9
713,2
714,3
715,3
716,17
717,8
718,5
719,4
720,6
721,8
722,4
723,6
724,4
725,6
726,8
727,26
728,3
729,3
730,5
731,5
732,10
733,3
734,10
735,4
736,3
737,11
738,5
739,9
740,6
741,8
742,14
743,3
744,5
745,3
746,3
747,101
748,2
749,4
750,3
751,8
752,3
753,2
754,6
755,3
756,2
757,11
758,2
759,4
760,6
761,5
762,4
763,5
764,3
765,8
766,12
767,2
768,8
769,6
770,2
771,3
772,9
773,5
774,5
775,6
776,12
777,2
778,5
779,3
780,4
781,26
782,3
783,3
784,10
785,4
786,3
787,6
788,2
789,9
790,4
791,2
792,3
793,11
794,5
795,2
796,5
797,6
798,2
799,15
800,4
801,4
802,5
803,3
804,6
805,17
806,4
807,3
808,4
809,7
810,4
811,3
812,5
813,2
814,18
815,2
816,4
817,3
818,10
819,2
820,8
821,5
822,2
823,8
824,6
825,2
826,12
827,2
828,5
829,3
830,7
831,20
832,2
833,4
834,4
835,2
836,6
837,3
838,2
839,13
840,2
841,3
842,4
843,7
844,4
845,3
846,4
847,6
848,6
849,3
850,3
851,18
852,8
853,5
854,5
855,5
856,8
857,2
858,6
859,2
860,10
861,2
862,5
863,5
864,2
865,7
866,3
867,3
868,22
869,2
870,8
871,7
872,5
873,5
874,5
875,6
876,9
877,2
878,13
879,5
880,6
881,3
882,5
883,6
884,7
885,10
886,3
887,4
888,2
889,9
890,3
891,3
892,7
893,4
894,3
895,5
896,2
897,24
898,2
899,5
900,4
901,9
902,2
903,8
904,2
905,9
906,2
907,3
908,7
909,8
910,3
911,2
912,7
913,3
914,4
915,3
916,43
917,3
918,3
919,8
920,6
921,5
922,5
923,7
924,3
925,16
926,3
927,3
928,5
929,5
930,3
931,6
932,4
933,14
934,3
935,4
936,3
937,16
938,4
939,4
940,4
941,8
942,2
943,10
944,3
945,3
946,7
947,4
948,3
949,5
950,10
951,4
952,5
953,4
954,9
955,18
956,2
957,3
958,6
959,2
