T,Flux,E
5376.62914,15.420,0.004
5376.64190,15.405,0.004
5376.65550,15.415,0.005
5376.66815,15.420,0.005
5376.68279,15.414,0.004
5376.69592,15.422,0.004
5376.70899,15.414,0.004
5376.72173,15.423,0.004
5376.73413,15.408,0.004
5376.74725,15.417,0.004
5376.76011,15.418,0.004
5376.77294,15.409,0.004
5376.78555,15.411,0.004
5376.79825,15.420,0.004
5376.81111,15.422,0.005
5376.82374,15.420,0.005
5376.83626,15.415,0.005
5376.84902,15.407,0.005
5376.86166,15.409,0.005
5376.87417,15.425,0.006
5377.51774,15.417,0.004
5377.53099,15.419,0.004
5377.54562,15.407,0.004
5377.55976,15.406,0.004
5377.57382,15.417,0.004
5377.58833,15.426,0.005
5377.60106,15.413,0.005
5377.61377,15.406,0.004
5377.62654,15.410,0.004
5377.64746,15.406,0.004
5377.66727,15.410,0.004
5377.68184,15.412,0.004
5377.70019,15.421,0.004
5377.71312,15.410,0.004
5377.73076,15.403,0.004
5377.74369,15.425,0.004
5377.75618,15.416,0.004
5377.77378,15.420,0.004
5377.78640,15.418,0.004
5377.79886,15.419,0.004
5377.81151,15.417,0.004
5377.82410,15.422,0.004
5377.83703,15.414,0.004
5377.84970,15.420,0.004
5377.86226,15.431,0.004
5378.49137,15.417,0.004
5378.50589,15.414,0.004
5378.52005,15.410,0.004
5378.53384,15.415,0.004
5378.54754,15.406,0.004
5378.56168,15.400,0.003
5378.57554,15.409,0.003
5378.58964,15.412,0.003
5378.60387,15.415,0.003
5378.61791,15.411,0.003
5378.63222,15.411,0.004
5378.64638,15.412,0.003
5378.66213,15.415,0.003
5378.67796,15.410,0.003
5378.69238,15.408,0.004
5378.70681,15.408,0.004
5378.72120,15.419,0.003
5378.73410,15.411,0.003
5378.74690,15.412,0.003
5378.75949,15.409,0.003
5378.77216,15.410,0.003
5378.78505,15.414,0.003
5378.79805,15.412,0.004
5378.81065,15.420,0.004
5378.82328,15.420,0.004
5378.83792,15.416,0.004
5378.85056,15.410,0.004
5378.86321,15.419,0.004
5378.87563,15.418,0.004
5379.48947,15.417,0.004
5379.50203,15.412,0.004
5379.51465,15.416,0.004
