Degree,Log(Probability)
2,-1.7781538171722764
3,-1.6769354135382972
4,-1.8930099004723993
5,-2.164915751877017
6,-2.5370060707810755
7,-2.758453268847107
8,-3.061794024232084
9,-3.3077936403293635
10,-3.580300914761909
11,-3.8948466294832382
12,-4.010157475994233
13,-4.356306006945978
14,-4.426795884700522
15,-4.652752377391347
16,-4.94514034088054
17,-5.044231243524771
18,-5.418924692966182
19,-5.374472930395348
20,-5.514234872770507
21,-5.847379319299045
22,-5.801916945222287
23,-6.025060496536497
24,-6.112071873526127
25,-6.612847161438617
26,-6.900529233890397
27,-6.389703610124407
28,-7.210684162194237
29,-6.612847161438617
30,-7.123672785204607
31,-7.8168199657645525
32,-7.529137893312772
33,-7.411354857656388
34,-6.969522105377349
35,-7.8168199657645525
36,-7.411354857656388
37,-7.999141522558507
38,-7.6626692859372945
39,-8.509967146324497
40,-8.509967146324497
41,-8.915432254432663
42,-8.509967146324497
43,-8.509967146324497
44,-9.608579434992608
46,-8.915432254432663
47,-8.509967146324497
48,-7.999141522558507
49,-9.608579434992608
50,-8.509967146324497
52,-8.915432254432663
53,-8.915432254432663
57,-8.915432254432663
61,-9.608579434992608
62,-9.608579434992608
67,-9.608579434992608
69,-9.608579434992608
74,-9.608579434992608
75,-9.608579434992608
80,-8.915432254432663
93,-9.608579434992608
104,-9.608579434992608
108,-9.608579434992608
109,-9.608579434992608
125,-9.608579434992608
137,-9.608579434992608
143,-9.608579434992608
151,-9.608579434992608
204,-9.608579434992608
209,-9.608579434992608
218,-9.608579434992608
285,-9.608579434992608
455,-9.608579434992608
