Degree,Log(Probability)
2,-1.763315541751254
3,-1.7150596766238895
4,-1.8614548131413098
5,-2.1970108792907435
6,-2.5159454952466285
7,-2.7582305168081405
8,-3.0817532534299725
9,-3.2395337013078094
10,-3.6066526044076253
11,-3.845669504878125
12,-4.023999040402542
13,-4.2919566075065445
14,-4.493206174186018
15,-4.705264893075735
16,-4.81325353113983
17,-5.083543860879742
18,-5.329944274358219
19,-5.438578115361015
20,-5.524100288799177
21,-5.91186581980794
22,-5.835879912830018
23,-6.413957763605176
24,-6.291355441512844
25,-6.291355441512844
26,-6.330576154666125
27,-6.841401778432116
28,-6.910394649919067
29,-7.47001043785449
30,-6.6590802216381615
31,-7.064545329746326
32,-7.151556706735955
33,-7.24686688654028
34,-8.856304798974381
35,-7.757692510306271
36,-8.163157618414436
37,-8.450839690866216
38,-7.757692510306271
39,-7.9400140671002255
40,-7.6035418304790126
41,-8.450839690866216
42,-9.549451979534327
43,-9.549451979534327
44,-9.549451979534327
45,-8.856304798974381
46,-9.549451979534327
48,-8.450839690866216
50,-8.856304798974381
51,-8.856304798974381
52,-9.549451979534327
53,-8.450839690866216
54,-8.856304798974381
55,-9.549451979534327
56,-9.549451979534327
57,-9.549451979534327
58,-9.549451979534327
62,-9.549451979534327
63,-9.549451979534327
66,-8.163157618414436
73,-8.856304798974381
82,-9.549451979534327
85,-9.549451979534327
93,-9.549451979534327
96,-9.549451979534327
102,-9.549451979534327
104,-9.549451979534327
108,-9.549451979534327
122,-9.549451979534327
138,-8.856304798974381
151,-9.549451979534327
175,-9.549451979534327
191,-9.549451979534327
200,-9.549451979534327
202,-9.549451979534327
282,-9.549451979534327
