Degree,Log(Probability)
2,-1.7217602393011089
3,-1.6868959714731042
4,-1.906865476743962
5,-2.209327599507463
6,-2.434856363640047
7,-2.7662668059192974
8,-3.116133968644608
9,-3.3586377672433594
10,-3.5417114865398682
11,-3.9348376831943175
12,-4.086205171689784
13,-4.352077527847015
14,-4.566377054364772
15,-4.881691065478639
16,-4.806967519282702
17,-5.050313777914432
18,-5.372601379543688
19,-5.492146530193471
20,-5.445626514558578
21,-5.806639860095909
22,-5.946401802471067
23,-5.851091622666742
24,-5.997695096858618
25,-6.499787040655854
26,-6.639548983031013
27,-6.996223926969745
28,-6.996223926969745
29,-7.070331899123467
30,-7.150374606797003
31,-7.438056679248785
32,-7.555839714905168
33,-7.555839714905168
34,-7.68937110752969
35,-7.8435217873569485
36,-7.438056679248785
37,-8.94213407602506
38,-8.536668967916894
39,-8.94213407602506
40,-8.536668967916894
41,-8.94213407602506
42,-8.536668967916894
43,-8.536668967916894
45,-9.635281256585003
46,-8.536668967916894
47,-8.94213407602506
48,-8.248986895465114
49,-9.635281256585003
50,-9.635281256585003
51,-8.94213407602506
52,-9.635281256585003
54,-8.94213407602506
55,-8.94213407602506
56,-9.635281256585003
57,-9.635281256585003
58,-9.635281256585003
59,-9.635281256585003
61,-9.635281256585003
62,-8.94213407602506
63,-9.635281256585003
64,-9.635281256585003
66,-9.635281256585003
70,-9.635281256585003
82,-9.635281256585003
85,-8.94213407602506
92,-9.635281256585003
97,-9.635281256585003
98,-9.635281256585003
110,-9.635281256585003
119,-9.635281256585003
129,-9.635281256585003
142,-9.635281256585003
190,-9.635281256585003
207,-9.635281256585003
208,-9.635281256585003
377,-9.635281256585003
