Degree,Log(Probability)
2,-1.7992425661350124
3,-1.7066304457354065
4,-1.8543253252197933
5,-2.183020077228399
6,-2.460032220355483
7,-2.7905473928014004
8,-3.0487627267623085
9,-3.320519404093766
10,-3.6422312251318583
11,-3.8494761903782697
12,-4.063200519775988
13,-4.165960253733757
14,-4.558521957006014
15,-4.65255090665429
16,-4.973648976025915
17,-5.08658938720651
18,-5.11974159452341
19,-5.6963549588274045
20,-5.530840520349831
21,-5.80171547448523
22,-5.676552331531225
23,-5.997460051611326
24,-6.276173454080347
25,-6.38950213938735
26,-6.517335510897235
27,-6.7180062063593855
28,-6.775164620199335
29,-6.90032776315334
30,-6.969320634640292
31,-6.775164620199335
32,-7.6624678152002375
33,-7.6624678152002375
34,-7.8166184950274955
35,-7.6624678152002375
36,-8.50976567558744
37,-7.8166184950274955
38,-7.6624678152002375
39,-7.6624678152002375
40,-8.50976567558744
41,-8.22208360313566
42,-8.50976567558744
43,-8.50976567558744
44,-7.99894005182145
45,-8.915230783695606
47,-8.50976567558744
48,-9.608377964255551
49,-8.915230783695606
50,-8.915230783695606
52,-9.608377964255551
53,-8.915230783695606
56,-9.608377964255551
57,-8.915230783695606
58,-9.608377964255551
59,-9.608377964255551
60,-8.915230783695606
61,-9.608377964255551
63,-9.608377964255551
66,-8.915230783695606
70,-9.608377964255551
72,-9.608377964255551
73,-9.608377964255551
74,-9.608377964255551
80,-9.608377964255551
86,-9.608377964255551
98,-9.608377964255551
100,-8.915230783695606
103,-9.608377964255551
108,-9.608377964255551
111,-9.608377964255551
114,-9.608377964255551
131,-9.608377964255551
143,-9.608377964255551
156,-9.608377964255551
158,-9.608377964255551
206,-9.608377964255551
334,-9.608377964255551
